acceptance_rate,adaptive_policy,average_selected_k,device_type,draft_forward_calls,draft_k,draft_model,draft_overhead_ms,draft_tokens_accepted,draft_tokens_proposed,draft_tokens_rejected,dtype,error,exact_output_match_with_baseline,expected_entropy_level,generated_tokens,gpu_max_memory_allocated_bytes,gpu_memory_allocated_bytes,gpu_memory_allocated_mb,gpu_memory_reserved_bytes,gpu_memory_reserved_mb,gpu_name,latency_ms,max_selected_k,min_selected_k,mode,model_pair,output_length,prompt_id,prompt_type,repetition,schedule_type,slowdown_flag,speedup_vs_baseline,static_draft_k,temperature,time_to_first_token_ms,tokens_per_second,total_latency_ms,validation_level,verifier_calls_per_output_token,verifier_forward_calls,verifier_model,wasted_draft_tokens
0.0,,,cuda,0,,Qwen/Qwen2.5-0.5B-Instruct,,0,0,0,torch.bfloat16,,,medium,128,16357811200,16306199552,16306.199552,16909336576,16909.336576,NVIDIA GH200 480GB,7007.948199000111,,,baseline,Qwen/Qwen2.5-0.5B-Instruct->Qwen/Qwen2.5-7B-Instruct,128,code_001,code_completion,0,static,False,,,0.0,27.226133000112895,18.264975191777665,7007.948199000111,gpu_qwen_full_static,1.0,128,Qwen/Qwen2.5-7B-Instruct,
0.875,,,cuda,128,1,Qwen/Qwen2.5-0.5B-Instruct,6526.108124998245,112,128,16,torch.bfloat16,,True,medium,128,16357812224,16306199552,16306.199552,16909336576,16909.336576,NVIDIA GH200 480GB,9959.864738000306,,,speculative,Qwen/Qwen2.5-0.5B-Instruct->Qwen/Qwen2.5-7B-Instruct,128,code_001,code_completion,0,static,True,0.7036188124385245,1,0.0,,12.851580153657713,9959.864738000306,gpu_qwen_full_static,1.0,128,Qwen/Qwen2.5-7B-Instruct,
0.8175182481751825,,,cuda,137,2,Qwen/Qwen2.5-0.5B-Instruct,2910.8981389999826,112,137,16,torch.bfloat16,,True,medium,128,16358024192,16306199552,16306.199552,16909336576,16909.336576,NVIDIA GH200 480GB,4669.1828899997745,,,speculative,Qwen/Qwen2.5-0.5B-Instruct->Qwen/Qwen2.5-7B-Instruct,128,code_001,code_completion,0,static,False,1.5008939174366867,2,0.0,,27.413790167471078,4669.1828899997745,gpu_qwen_full_static,0.5390625,69,Qwen/Qwen2.5-7B-Instruct,
0.6956521739130435,,,cuda,161,4,Qwen/Qwen2.5-0.5B-Instruct,3402.6733189980405,112,161,16,torch.bfloat16,,True,medium,128,16359073280,16306199552,16306.199552,16909336576,16909.336576,NVIDIA GH200 480GB,4452.52783199976,,,speculative,Qwen/Qwen2.5-0.5B-Instruct->Qwen/Qwen2.5-7B-Instruct,128,code_001,code_completion,0,static,False,1.573925748118825,4,0.0,,28.747714743090437,4452.52783199976,gpu_qwen_full_static,0.3203125,41,Qwen/Qwen2.5-7B-Instruct,
0.5490196078431373,,,cuda,204,8,Qwen/Qwen2.5-0.5B-Instruct,4328.38638800331,112,204,16,torch.bfloat16,,True,medium,128,16361318912,16306199552,16306.199552,16909336576,16909.336576,NVIDIA GH200 480GB,5010.00226899987,,,speculative,Qwen/Qwen2.5-0.5B-Instruct->Qwen/Qwen2.5-7B-Instruct,128,code_001,code_completion,0,static,False,1.398791422184143,8,0.0,,25.54889062466477,5010.00226899987,gpu_qwen_full_static,0.203125,26,Qwen/Qwen2.5-7B-Instruct,
0.0,,,cuda,0,,Qwen/Qwen2.5-0.5B-Instruct,,0,0,0,torch.bfloat16,,,medium,128,16361318912,16306199552,16306.199552,16909336576,16909.336576,NVIDIA GH200 480GB,3208.9817769997353,,,baseline,Qwen/Qwen2.5-0.5B-Instruct->Qwen/Qwen2.5-7B-Instruct,128,code_001,code_completion,1,static,False,,,0.0,26.789265999923373,39.88804203172344,3208.9817769997353,gpu_qwen_full_static,1.0,128,Qwen/Qwen2.5-7B-Instruct,
0.875,,,cuda,128,1,Qwen/Qwen2.5-0.5B-Instruct,2727.550801999314,112,128,16,torch.bfloat16,,True,medium,128,16361318912,16306199552,16306.199552,16909336576,16909.336576,NVIDIA GH200 480GB,5972.539171000335,,,speculative,Qwen/Qwen2.5-0.5B-Instruct->Qwen/Qwen2.5-7B-Instruct,128,code_001,code_completion,1,static,True,0.5372893647279782,1,0.0,,21.431420763467575,5972.539171000335,gpu_qwen_full_static,1.0,128,Qwen/Qwen2.5-7B-Instruct,
0.8175182481751825,,,cuda,137,2,Qwen/Qwen2.5-0.5B-Instruct,2898.133055000926,112,137,16,torch.bfloat16,,True,medium,128,16361318912,16306199552,16306.199552,16909336576,16909.336576,NVIDIA GH200 480GB,4653.857735999736,,,speculative,Qwen/Qwen2.5-0.5B-Instruct->Qwen/Qwen2.5-7B-Instruct,128,code_001,code_completion,1,static,True,0.6895315583406818,2,0.0,,27.504063781292874,4653.857735999736,gpu_qwen_full_static,0.5390625,69,Qwen/Qwen2.5-7B-Instruct,
0.6956521739130435,,,cuda,161,4,Qwen/Qwen2.5-0.5B-Instruct,3400.742216992967,112,161,16,torch.bfloat16,,True,medium,128,16361318912,16306199552,16306.199552,16909336576,16909.336576,NVIDIA GH200 480GB,4451.27107899998,,,speculative,Qwen/Qwen2.5-0.5B-Instruct->Qwen/Qwen2.5-7B-Instruct,128,code_001,code_completion,1,static,True,0.7209135817719426,4,0.0,,28.755831250959535,4451.27107899998,gpu_qwen_full_static,0.3203125,41,Qwen/Qwen2.5-7B-Instruct,
0.5490196078431373,,,cuda,204,8,Qwen/Qwen2.5-0.5B-Instruct,4295.241424000778,112,204,16,torch.bfloat16,,True,medium,128,16361318912,16306199552,16306.199552,16909336576,16909.336576,NVIDIA GH200 480GB,4971.745080999881,,,speculative,Qwen/Qwen2.5-0.5B-Instruct->Qwen/Qwen2.5-7B-Instruct,128,code_001,code_completion,1,static,True,0.6454437475612423,8,0.0,,25.745487331835925,4971.745080999881,gpu_qwen_full_static,0.203125,26,Qwen/Qwen2.5-7B-Instruct,
